| n | Iterative C | Recursive C | Dynamic Programming  C | Iterative P | Recursive P | Dynamic Programming  P |
| 166501 | 0.00223  |    -     | 0.01959  |0.13174  |    -     |    -     |
| 167001 | 0.00233  |    -     | 0.01964  |0.13190  |    -     |    -     |
| 167501 | 0.00484  |    -     | 0.01966  |0.13186  |    -     |    -     |
| 168001 | 0.00230  |    -     | 0.01959  |0.13177  |    -     |    -     |
| 168501 | 0.00220  |    -     | 0.01953  |0.12994  |    -     |    -     |
| 169001 | 0.00217  |    -     | 0.01954  |0.13184  |    -     |    -     |
| 169501 | 0.00228  |    -     | 0.01961  |0.12769  |    -     |    -     |
| 170001 | 0.00213  |    -     | 0.01949  |0.13185  |    -     |    -     |
| 170501 | 0.00232  |    -     | 0.01961  |0.13191  |    -     |    -     |
| 171001 | 0.00227  |    -     | 0.01961  |0.13184  |    -     |    -     |
| 171501 | 0.00479  |    -     | 0.01969  |0.13191  |    -     |    -     |
| 172001 | 0.00219  |    -     | 0.01957  |0.13190  |    -     |    -     |
| 172501 | 0.00473  |    -     | 0.01968  |0.12977  |    -     |    -     |
| 173001 | 0.00225  |    -     | 0.01952  |0.13161  |    -     |    -     |
| 173501 | 0.00478  |    -     | 0.01972  |0.13200  |    -     |    -     |
| 174001 | 0.00477  |    -     | 0.01960  |0.13187  |    -     |    -     |
| 174501 | 0.00488  |    -     | 0.01970  |0.13013  |    -     |    -     |
| 175001 | 0.00229  |    -     | 0.01954  |0.13028  |    -     |    -     |
| 175501 | 0.00485  |    -     | 0.01972  |0.13185  |    -     |    -     |
| 176001 | 0.00478  |    -     | 0.01965  |0.12686  |    -     |    -     |
| 176501 | 0.00231  |    -     | 0.01952  |0.13198  |    -     |    -     |
| 177001 | 0.00489  |    -     | 0.01964  |0.13192  |    -     |    -     |
| 177501 | 0.00486  |    -     | 0.01970  |0.12945  |    -     |    -     |
| 178001 | 0.00227  |    -     | 0.01954  |0.13178  |    -     |    -     |
| 178501 | 0.00474  |    -     | 0.01973  |0.12984  |    -     |    -     |
| 179001 | 0.00485  |    -     | 0.01960  |0.13075  |    -     |    -     |
| 179501 | 0.00494  |    -     | 0.01975  |0.12778  |    -     |    -     |
| 180001 | 0.00230  |    -     | 0.01961  |0.13185  |    -     |    -     |
| 180501 | 0.00214  |    -     | 0.01950  |0.12791  |    -     |    -     |
| 181001 | 0.00238  |    -     | 0.01980  |0.13057  |    -     |    -     |
| 181501 | 0.00234  |    -     | 0.01964  |0.13091  |    -     |    -     |
| 182001 | 0.00487  |    -     | 0.01967  |0.13228  |    -     |    -     |
| 182501 | 0.00232  |    -     | 0.01963  |0.13142  |    -     |    -     |
| 183001 | 0.00227  |    -     | 0.01953  |0.13191  |    -     |    -     |
| 183501 | 0.00472  |    -     | 0.01968  |0.13175  |    -     |    -     |
| 184001 | 0.00479  |    -     | 0.01968  |0.13190  |    -     |    -     |
| 184501 | 0.00478  |    -     | 0.01957  |0.13013  |    -     |    -     |
| 185001 | 0.00232  |    -     | 0.01953  |0.13192  |    -     |    -     |
| 185501 | 0.00216  |    -     | 0.01948  |0.13171  |    -     |    -     |
| 186001 | 0.00466  |    -     | 0.01960  |0.13171  |    -     |    -     |
| 186501 | 0.00467  |    -     | 0.01976  |0.13204  |    -     |    -     |
| 187001 | 0.00481  |    -     | 0.01963  |0.13182  |    -     |    -     |
| 187501 | 0.00211  |    -     | 0.01958  |0.12928  |    -     |    -     |
| 188001 | 0.00241  |    -     | 0.01972  |0.12737  |    -     |    -     |
| 188501 | 0.00484  |    -     | 0.01982  |0.12529  |    -     |    -     |
| 189001 | 0.00489  |    -     | 0.01974  |0.13098  |    -     |    -     |
| 189501 | 0.00224  |    -     | 0.01962  |0.12483  |    -     |    -     |
| 190001 | 0.00234  |    -     | 0.01958  |0.12759  |    -     |    -     |
| 190501 | 0.00223  |    -     | 0.01965  |0.13020  |    -     |    -     |
| 191001 | 0.00232  |    -     | 0.01958  |0.12919  |    -     |    -     |
| 191501 | 0.00234  |    -     | 0.01951  |0.13186  |    -     |    -     |
| 192001 | 0.00482  |    -     | 0.01970  |0.13183  |    -     |    -     |
| 192501 | 0.00493  |    -     | 0.01964  |0.13190  |    -     |    -     |
| 193001 | 0.00211  |    -     | 0.01952  |0.13196  |    -     |    -     |
| 193501 | 0.00482  |    -     | 0.01974  |0.12750  |    -     |    -     |
| 194001 | 0.00228  |    -     | 0.01954  |0.12853  |    -     |    -     |
| 194501 | 0.00223  |    -     | 0.01957  |0.13182  |    -     |    -     |
| 195001 | 0.00212  |    -     | 0.01954  |0.12951  |    -     |    -     |
| 195501 | 0.00459  |    -     | 0.01968  |0.12922  |    -     |    -     |
| 196001 | 0.00485  |    -     | 0.01958  |0.13076  |    -     |    -     |
| 196501 | 0.00214  |    -     | 0.01967  |0.12857  |    -     |    -     |
| 197001 | 0.00473  |    -     | 0.01974  |0.13189  |    -     |    -     |
| 197501 | 0.00483  |    -     | 0.01970  |0.12932  |    -     |    -     |
| 198001 | 0.00481  |    -     | 0.01965  |0.13193  |    -     |    -     |
| 198501 | 0.00474  |    -     | 0.01966  |0.12727  |    -     |    -     |
| 199001 | 0.00242  |    -     | 0.01964  |0.13185  |    -     |    -     |
| 199501 | 0.00479  |    -     | 0.01966  |0.13188  |    -     |    -     |
| 200001 | 0.00490  |    -     | 0.01972  |0.13180  |    -     |    -     |
| 200501 | 0.00515  |    -     | 0.01676  |0.13219  |    -     |    -     |
| 201001 | 0.00493  |    -     | 0.01975  |0.12290  |    -     |    -     |
| 201501 | 0.00210  |    -     | 0.01953  |0.13193  |    -     |    -     |
| 202001 | 0.00481  |    -     | 0.01967  |0.13182  |    -     |    -     |
| 202501 | 0.00494  |    -     | 0.02005  |0.13347  |    -     |    -     |
| 203001 | 0.00515  |    -     | 0.03812  |0.12936  |    -     |    -     |
| 203501 | 0.00539  |    -     | 0.01948  |0.12956  |    -     |    -     |
| 204001 | 0.00245  |    -     | 0.01966  |0.12351  |    -     |    -     |
| 204501 | 0.00231  |    -     | 0.01981  |0.13158  |    -     |    -     |
| 205001 | 0.00238  |    -     | 0.01831  |0.12403  |    -     |    -     |
| 205501 | 0.00491  |    -     | 0.02007  |0.13236  |    -     |    -     |
| 206001 | 0.00495  |    -     | 0.01992  |0.12992  |    -     |    -     |
| 206501 | 0.00498  |    -     | 0.01975  |0.12907  |    -     |    -     |
| 207001 | 0.00245  |    -     | 0.01980  |0.12890  |    -     |    -     |
| 207501 | 0.00480  |    -     | 0.01954  |0.12846  |    -     |    -     |
| 208001 | 0.00482  |    -     | 0.01970  |0.12669  |    -     |    -     |
| 208501 | 0.00487  |    -     | 0.01808  |0.13218  |    -     |    -     |
| 209001 | 0.00493  |    -     | 0.01939  |0.13125  |    -     |    -     |
| 209501 | 0.00471  |    -     | 0.01971  |0.13197  |    -     |    -     |
| 210001 | 0.00480  |    -     | 0.01970  |0.13183  |    -     |    -     |
| 210501 | 0.00500  |    -     | 0.02003  |0.12821  |    -     |    -     |
| 211001 | 0.00231  |    -     | 0.01981  |0.13201  |    -     |    -     |
| 211501 | 0.00486  |    -     | 0.01973  |0.12909  |    -     |    -     |
| 212001 | 0.00467  |    -     | 0.01958  |0.12695  |    -     |    -     |
| 212501 | 0.00464  |    -     | 0.01901  |0.13190  |    -     |    -     |
| 213001 | 0.00485  |    -     | 0.01980  |0.13215  |    -     |    -     |
| 213501 | 0.00491  |    -     | 0.01959  |0.13191  |    -     |    -     |
| 214001 | 0.00475  |    -     | 0.01971  |0.13178  |    -     |    -     |
| 214501 | 0.00472  |    -     | 0.01924  |0.12915  |    -     |    -     |
| 215001 | 0.00485  |    -     | 0.01970  |0.13198  |    -     |    -     |
| 215501 | 0.00481  |    -     | 0.01970  |0.13202  |    -     |    -     |
| 216001 | 0.00499  |    -     | 0.01988  |0.13183  |    -     |    -     |
| 216501 | 0.00473  |    -     | 0.01966  |0.13154  |    -     |    -     |
| 217001 | 0.00476  |    -     | 0.01954  |0.12752  |    -     |    -     |
| 217501 | 0.00477  |    -     | 0.01952  |0.13199  |    -     |    -     |
| 218001 | 0.00485  |    -     | 0.01973  |0.13173  |    -     |    -     |
| 218501 | 0.00483  |    -     | 0.01953  |0.13191  |    -     |    -     |
| 219001 | 0.00472  |    -     | 0.01952  |0.13186  |    -     |    -     |
| 219501 | 0.00500  |    -     | 0.01883  |0.12918  |    -     |    -     |
| 220001 | 0.00490  |    -     | 0.01984  |0.12888  |    -     |    -     |
| 220501 | 0.00225  |    -     | 0.01989  |0.12799  |    -     |    -     |
| 221001 | 0.00485  |    -     | 0.01958  |0.12993  |    -     |    -     |
| 221501 | 0.00503  |    -     | 0.01887  |0.13005  |    -     |    -     |
| 222001 | 0.00487  |    -     | 0.01971  |0.12797  |    -     |    -     |
| 222501 | 0.00456  |    -     | 0.01982  |0.13212  |    -     |    -     |
| 223001 | 0.00485  |    -     | 0.01964  |0.13174  |    -     |    -     |
| 223501 | 0.00488  |    -     | 0.01991  |0.13070  |    -     |    -     |
| 224001 | 0.00527  |    -     | 0.01985  |0.12909  |    -     |    -     |
| 224501 | 0.00481  |    -     | 0.01971  |0.13191  |    -     |    -     |
| 225001 | 0.00479  |    -     | 0.01968  |0.12724  |    -     |    -     |
| 225501 | 0.00483  |    -     | 0.01971  |0.13211  |    -     |    -     |
| 226001 | 0.00482  |    -     | 0.01969  |0.13284  |    -     |    -     |
| 226501 | 0.00489  |    -     | 0.01968  |0.13022  |    -     |    -     |
| 227001 | 0.00491  |    -     | 0.01965  |0.13082  |    -     |    -     |
| 227501 | 0.00482  |    -     | 0.01967  |0.13183  |    -     |    -     |
| 228001 | 0.00482  |    -     | 0.01970  |0.12890  |    -     |    -     |
| 228501 | 0.00475  |    -     | 0.01968  |0.12753  |    -     |    -     |
| 229001 | 0.00480  |    -     | 0.01916  |0.13135  |    -     |    -     |
| 229501 | 0.00488  |    -     | 0.01967  |0.13177  |    -     |    -     |
| 230001 | 0.00479  |    -     | 0.01967  |0.13186  |    -     |    -     |
| 230501 | 0.00469  |    -     | 0.01959  |0.13201  |    -     |    -     |
| 231001 | 0.00482  |    -     | 0.01968  |0.13147  |    -     |    -     |
| 231501 | 0.00478  |    -     | 0.01968  |0.12873  |    -     |    -     |
| 232001 | 0.00481  |    -     | 0.01966  |0.13204  |    -     |    -     |
| 232501 | 0.00480  |    -     | 0.01972  |0.12847  |    -     |    -     |
| 233001 | 0.00481  |    -     | 0.01969  |0.13194  |    -     |    -     |
| 233501 | 0.00470  |    -     | 0.01967  |0.13199  |    -     |    -     |
| 234001 | 0.00491  |    -     | 0.01984  |0.13200  |    -     |    -     |
| 234501 | 0.00479  |    -     | 0.01973  |0.12834  |    -     |    -     |
| 235001 | 0.00484  |    -     | 0.01974  |0.13203  |    -     |    -     |
| 235501 | 0.00486  |    -     | 0.02005  |0.13177  |    -     |    -     |
| 236001 | 0.00493  |    -     | 0.01974  |0.12969  |    -     |    -     |
| 236501 | 0.00459  |    -     | 0.01936  |0.12921  |    -     |    -     |
| 237001 | 0.00481  |    -     | 0.01972  |0.13061  |    -     |    -     |
| 237501 | 0.00492  |    -     | 0.01872  |0.12494  |    -     |    -     |
| 238001 | 0.00479  |    -     | 0.01969  |0.12612  |    -     |    -     |
| 238501 | 0.00475  |    -     | 0.01924  |0.12911  |    -     |    -     |
| 239001 | 0.00461  |    -     | 0.01953  |0.12425  |    -     |    -     |
| 239501 | 0.00470  |    -     | 0.01965  |0.12952  |    -     |    -     |
| 240001 | 0.00470  |    -     | 0.01757  |0.13063  |    -     |    -     |
| 240501 | 0.00492  |    -     | 0.01787  |0.12756  |    -     |    -     |
| 241001 | 0.00488  |    -     | 0.01966  |0.13178  |    -     |    -     |
| 241501 | 0.00506  |    -     | 0.01956  |0.12584  |    -     |    -     |
| 242001 | 0.00467  |    -     | 0.01966  |0.12536  |    -     |    -     |
| 242501 | 0.00492  |    -     | 0.01918  |0.12950  |    -     |    -     |
| 243001 | 0.00487  |    -     | 0.01968  |0.12801  |    -     |    -     |
| 243501 | 0.00480  |    -     | 0.01972  |0.13162  |    -     |    -     |
| 244001 | 0.00491  |    -     | 0.01963  |0.13194  |    -     |    -     |
| 244501 | 0.00472  |    -     | 0.01944  |0.12362  |    -     |    -     |
| 245001 | 0.00488  |    -     | 0.01966  |0.13107  |    -     |    -     |
| 245501 | 0.00484  |    -     | 0.01970  |0.13198  |    -     |    -     |
| 246001 | 0.00467  |    -     | 0.01958  |0.12823  |    -     |    -     |
| 246501 | 0.00490  |    -     | 0.01982  |0.13186  |    -     |    -     |
| 247001 | 0.00464  |    -     | 0.01978  |0.12987  |    -     |    -     |
| 247501 | 0.00479  |    -     | 0.01973  |0.13197  |    -     |    -     |
| 248001 | 0.00476  |    -     | 0.01975  |0.13138  |    -     |    -     |
| 248501 | 0.00494  |    -     | 0.01964  |0.12849  |    -     |    -     |
| 249001 | 0.00471  |    -     | 0.01969  |0.13199  |    -     |    -     |
| 249501 | 0.00477  |    -     | 0.01970  |0.13189  |    -     |    -     |
| 250001 | 0.00461  |    -     | 0.01962  |0.13190  |    -     |    -     |
| 250501 | 0.00465  |    -     | 0.01957  |0.12654  |    -     |    -     |
| 251001 | 0.00469  |    -     | 0.01964  |0.13182  |    -     |    -     |
| 251501 | 0.00470  |    -     | 0.01951  |0.13177  |    -     |    -     |
| 252001 | 0.00478  |    -     | 0.02308  |0.13445  |    -     |    -     |
| 252501 | 0.00481  |    -     | 0.01966  |0.13203  |    -     |    -     |
| 253001 | 0.00476  |    -     | 0.01965  |0.12663  |    -     |    -     |
| 253501 | 0.00476  |    -     | 0.01955  |0.12790  |    -     |    -     |
| 254001 | 0.00470  |    -     | 0.01859  |0.13189  |    -     |    -     |
| 254501 | 0.00480  |    -     | 0.01957  |0.13200  |    -     |    -     |
| 255001 | 0.00484  |    -     | 0.01977  |0.12730  |    -     |    -     |
| 255501 | 0.00477  |    -     | 0.01955  |0.13038  |    -     |    -     |
| 256001 | 0.00475  |    -     | 0.01966  |0.13181  |    -     |    -     |
| 256501 | 0.00478  |    -     | 0.01967  |0.13115  |    -     |    -     |
| 257001 | 0.00475  |    -     | 0.01830  |0.13194  |    -     |    -     |
| 257501 | 0.00466  |    -     | 0.01969  |0.13196  |    -     |    -     |
| 258001 | 0.00474  |    -     | 0.01964  |0.13214  |    -     |    -     |
| 258501 | 0.00487  |    -     | 0.01962  |0.12344  |    -     |    -     |
| 259001 | 0.00480  |    -     | 0.01986  |0.12872  |    -     |    -     |
| 259501 | 0.00472  |    -     | 0.01979  |0.13197  |    -     |    -     |
| 260001 | 0.00475  |    -     | 0.01955  |0.12767  |    -     |    -     |
| 260501 | 0.00470  |    -     | 0.01964  |0.13191  |    -     |    -     |
| 261001 | 0.00473  |    -     | 0.01884  |0.12780  |    -     |    -     |
| 261501 | 0.00473  |    -     | 0.01972  |0.12449  |    -     |    -     |
| 262001 | 0.00480  |    -     | 0.01997  |0.13206  |    -     |    -     |
| 262501 | 0.00494  |    -     | 0.01977  |0.13200  |    -     |    -     |
| 263001 | 0.00483  |    -     | 0.01990  |0.13170  |    -     |    -     |
| 263501 | 0.00477  |    -     | 0.01982  |0.13007  |    -     |    -     |
| 264001 | 0.00497  |    -     | 0.01969  |0.12513  |    -     |    -     |
| 264501 | 0.00487  |    -     | 0.01976  |0.12443  |    -     |    -     |
| 265001 | 0.00474  |    -     | 0.01964  |0.13194  |    -     |    -     |
| 265501 | 0.00479  |    -     | 0.01976  |0.12732  |    -     |    -     |
| 266001 | 0.00486  |    -     | 0.01964  |0.12570  |    -     |    -     |
| 266501 | 0.00479  |    -     | 0.01966  |0.13222  |    -     |    -     |
| 267001 | 0.00502  |    -     | 0.01978  |0.12926  |    -     |    -     |
| 267501 | 0.00473  |    -     | 0.01775  |0.12835  |    -     |    -     |
| 268001 | 0.00483  |    -     | 0.01960  |0.13068  |    -     |    -     |
| 268501 | 0.00480  |    -     | 0.01977  |0.13181  |    -     |    -     |
| 269001 | 0.00475  |    -     | 0.01965  |0.13192  |    -     |    -     |
| 269501 | 0.00485  |    -     | 0.03824  |0.13202  |    -     |    -     |
| 270001 | 0.00492  |    -     | 0.01972  |0.13199  |    -     |    -     |
| 270501 | 0.00485  |    -     | 0.01777  |0.12854  |    -     |    -     |
| 271001 | 0.00465  |    -     | 0.01986  |0.13140  |    -     |    -     |
| 271501 | 0.00477  |    -     | 0.01974  |0.12750  |    -     |    -     |
| 272001 | 0.00462  |    -     | 0.01968  |0.12835  |    -     |    -     |
| 272501 | 0.00501  |    -     | 0.01975  |0.13188  |    -     |    -     |
| 273001 | 0.00523  |    -     | 0.01859  |0.12870  |    -     |    -     |
| 273501 | 0.00466  |    -     | 0.01942  |0.12814  |    -     |    -     |
| 274001 | 0.00481  |    -     | 0.01787  |0.12768  |    -     |    -     |
| 274501 | 0.00463  |    -     | 0.01945  |0.12943  |    -     |    -     |
| 275001 | 0.00469  |    -     | 0.01870  |0.12623  |    -     |    -     |
| 275501 | 0.00473  |    -     | 0.01959  |0.13191  |    -     |    -     |
| 276001 | 0.00482  |    -     | 0.01964  |0.13018  |    -     |    -     |
| 276501 | 0.00467  |    -     | 0.01948  |0.13185  |    -     |    -     |
| 277001 | 0.00475  |    -     | 0.01973  |0.12824  |    -     |    -     |
| 277501 | 0.00479  |    -     | 0.01958  |0.13189  |    -     |    -     |
| 278001 | 0.00480  |    -     | 0.01964  |0.12831  |    -     |    -     |
| 278501 | 0.00454  |    -     | 0.01967  |0.12989  |    -     |    -     |
| 279001 | 0.00479  |    -     | 0.01957  |0.13203  |    -     |    -     |
| 279501 | 0.00483  |    -     | 0.01962  |0.13194  |    -     |    -     |
| 280001 | 0.00491  |    -     | 0.01865  |0.13203  |    -     |    -     |
| 280501 | 0.00498  |    -     | 0.01844  |0.13182  |    -     |    -     |
| 281001 | 0.00485  |    -     | 0.01977  |0.13153  |    -     |    -     |
| 281501 | 0.00481  |    -     | 0.01990  |0.13206  |    -     |    -     |
| 282001 | 0.00480  |    -     | 0.01989  |0.12592  |    -     |    -     |
| 282501 | 0.00491  |    -     | 0.01982  |0.13053  |    -     |    -     |
| 283001 | 0.00480  |    -     | 0.01909  |0.12832  |    -     |    -     |
| 283501 | 0.00490  |    -     | 0.01965  |0.13194  |    -     |    -     |
| 284001 | 0.00477  |    -     | 0.01971  |0.13099  |    -     |    -     |
| 284501 | 0.00487  |    -     | 0.04048  |0.12087  |    -     |    -     |
| 285001 | 0.00482  |    -     | 0.01943  |0.12550  |    -     |    -     |
| 285501 | 0.00474  |    -     | 0.01961  |0.12951  |    -     |    -     |
| 286001 | 0.00487  |    -     | 0.01960  |0.13202  |    -     |    -     |
| 286501 | 0.00476  |    -     | 0.01979  |0.12826  |    -     |    -     |
| 287001 | 0.00477  |    -     | 0.01840  |0.12995  |    -     |    -     |
| 287501 | 0.00488  |    -     | 0.01963  |0.12592  |    -     |    -     |
| 288001 | 0.00473  |    -     | 0.01983  |0.12990  |    -     |    -     |
| 288501 | 0.00484  |    -     | 0.01968  |0.13196  |    -     |    -     |
| 289001 | 0.00474  |    -     | 0.01967  |0.13142  |    -     |    -     |
| 289501 | 0.00470  |    -     | 0.01971  |0.12914  |    -     |    -     |
| 290001 | 0.00484  |    -     | 0.07293  |0.13065  |    -     |    -     |
| 290501 | 0.00537  |    -     | 0.01926  |0.13168  |    -     |    -     |
| 291001 | 0.00464  |    -     | 0.01725  |0.12788  |    -     |    -     |
| 291501 | 0.00488  |    -     | 0.01982  |0.13029  |    -     |    -     |
| 292001 | 0.00483  |    -     | 0.01971  |0.13192  |    -     |    -     |
| 292501 | 0.00483  |    -     | 0.01960  |0.12695  |    -     |    -     |
| 293001 | 0.00476  |    -     | 0.01966  |0.12768  |    -     |    -     |
| 293501 | 0.00468  |    -     | 0.01971  |0.12291  |    -     |    -     |
| 294001 | 0.00482  |    -     | 0.01907  |0.13158  |    -     |    -     |
| 294501 | 0.00478  |    -     | 0.01954  |0.13193  |    -     |    -     |
| 295001 | 0.00480  |    -     | 0.01951  |0.13194  |    -     |    -     |
| 295501 | 0.00473  |    -     | 0.01963  |0.12964  |    -     |    -     |
| 296001 | 0.00476  |    -     | 0.01956  |0.13124  |    -     |    -     |
| 296501 | 0.00450  |    -     | 0.01875  |0.12846  |    -     |    -     |
| 297001 | 0.00479  |    -     | 0.01960  |0.13204  |    -     |    -     |
| 297501 | 0.00483  |    -     | 0.01972  |0.13197  |    -     |    -     |
| 298001 | 0.00488  |    -     | 0.01968  |0.13016  |    -     |    -     |
| 298501 | 0.00490  |    -     | 0.01976  |0.12685  |    -     |    -     |
| 299001 | 0.00480  |    -     | 0.01964  |0.13189  |    -     |    -     |
| 299501 | 0.00483  |    -     | 0.01963  |0.12459  |    -     |    -     |
| 300001 | 0.00472  |    -     | 0.01971  |0.13112  |    -     |    -     |
| 300501 | 0.00480  |    -     | 0.01960  |0.13192  |    -     |    -     |
| 301001 | 0.00489  |    -     | 0.01962  |0.13179  |    -     |    -     |
| 301501 | 0.00480  |    -     | 0.01973  |0.13193  |    -     |    -     |
| 302001 | 0.00482  |    -     | 0.01968  |0.12706  |    -     |    -     |
| 302501 | 0.00474  |    -     | 0.01966  |0.13182  |    -     |    -     |
| 303001 | 0.00479  |    -     | 0.03692  |0.13191  |    -     |    -     |
| 303501 | 0.00489  |    -     | 0.02054  |0.12714  |    -     |    -     |
| 304001 | 0.00476  |    -     | 0.01964  |0.13199  |    -     |    -     |
| 304501 | 0.00477  |    -     | 0.01965  |0.13184  |    -     |    -     |
| 305001 | 0.00476  |    -     | 0.01969  |0.13194  |    -     |    -     |
| 305501 | 0.00479  |    -     | 0.01987  |0.13207  |    -     |    -     |
| 306001 | 0.00543  |    -     | 0.01975  |0.13206  |    -     |    -     |
| 306501 | 0.00482  |    -     | 0.01951  |0.13103  |    -     |    -     |
| 307001 | 0.00484  |    -     | 0.01986  |0.13212  |    -     |    -     |
| 307501 | 0.00490  |    -     | 0.01993  |0.12845  |    -     |    -     |
| 308001 | 0.00504  |    -     | 0.01980  |0.13238  |    -     |    -     |
| 308501 | 0.00505  |    -     | 0.01972  |0.12992  |    -     |    -     |
| 309001 | 0.00484  |    -     | 0.01959  |0.13190  |    -     |    -     |
| 309501 | 0.00490  |    -     | 0.01965  |0.13203  |    -     |    -     |
| 310001 | 0.00499  |    -     | 0.01985  |0.13207  |    -     |    -     |
| 310501 | 0.00468  |    -     | 0.01956  |0.13198  |    -     |    -     |
| 311001 | 0.00477  |    -     | 0.01958  |0.12823  |    -     |    -     |
| 311501 | 0.00562  |    -     | 0.01917  |0.13069  |    -     |    -     |
| 312001 | 0.00479  |    -     | 0.01970  |0.12519  |    -     |    -     |
| 312501 | 0.00488  |    -     | 0.01959  |0.12895  |    -     |    -     |
| 313001 | 0.00470  |    -     | 0.01960  |0.13211  |    -     |    -     |
| 313501 | 0.00477  |    -     | 0.01971  |0.13212  |    -     |    -     |
| 314001 | 0.00481  |    -     | 0.01958  |0.12823  |    -     |    -     |
| 314501 | 0.00487  |    -     | 0.01993  |0.13198  |    -     |    -     |
| 315001 | 0.00486  |    -     | 0.01962  |0.13186  |    -     |    -     |
| 315501 | 0.00465  |    -     | 0.01968  |0.13194  |    -     |    -     |
| 316001 | 0.00473  |    -     | 0.01955  |0.13156  |    -     |    -     |
| 316501 | 0.00484  |    -     | 0.01964  |0.13201  |    -     |    -     |
| 317001 | 0.00481  |    -     | 0.01972  |0.13178  |    -     |    -     |
| 317501 | 0.00481  |    -     | 0.01960  |0.13194  |    -     |    -     |
| 318001 | 0.01431  |    -     | 0.02017  |0.12882  |    -     |    -     |
| 318501 | 0.00481  |    -     | 0.01974  |0.12895  |    -     |    -     |
| 319001 | 0.00491  |    -     | 0.01977  |0.13122  |    -     |    -     |
| 319501 | 0.00491  |    -     | 0.03417  |0.12869  |    -     |    -     |
| 320001 | 0.00447  |    -     | 0.01943  |0.12879  |    -     |    -     |
| 320501 | 0.00479  |    -     | 0.01956  |0.12848  |    -     |    -     |
| 321001 | 0.00470  |    -     | 0.01949  |0.12717  |    -     |    -     |
| 321501 | 0.00474  |    -     | 0.01974  |0.13185  |    -     |    -     |
| 322001 | 0.00467  |    -     | 0.01964  |0.13020  |    -     |    -     |
| 322501 | 0.00468  |    -     | 0.01950  |0.12741  |    -     |    -     |
| 323001 | 0.00470  |    -     | 0.01956  |0.13113  |    -     |    -     |
| 323501 | 0.00469  |    -     | 0.01951  |0.12987  |    -     |    -     |
| 324001 | 0.00465  |    -     | 0.01958  |0.12656  |    -     |    -     |
| 324501 | 0.00461  |    -     | 0.01947  |0.13227  |    -     |    -     |
| 325001 | 0.00469  |    -     | 0.01978  |0.13138  |    -     |    -     |
| 325501 | 0.00486  |    -     | 0.01999  |0.12906  |    -     |    -     |
| 326001 | 0.00484  |    -     | 0.01982  |0.12967  |    -     |    -     |
| 326501 | 0.00479  |    -     | 0.01777  |0.13207  |    -     |    -     |
| 327001 | 0.00477  |    -     | 0.01967  |0.12661  |    -     |    -     |
| 327501 | 0.00454  |    -     | 0.01963  |0.12930  |    -     |    -     |
| 328001 | 0.00479  |    -     | 0.01960  |0.13053  |    -     |    -     |
| 328501 | 0.00479  |    -     | 0.01999  |0.13058  |    -     |    -     |
| 329001 | 0.00471  |    -     | 0.01970  |0.12375  |    -     |    -     |
| 329501 | 0.00480  |    -     | 0.01961  |0.12955  |    -     |    -     |
| 330001 | 0.00469  |    -     | 0.01963  |0.12873  |    -     |    -     |
| 330501 | 0.00489  |    -     | 0.01971  |0.12754  |    -     |    -     |
| 331001 | 0.00489  |    -     | 0.01962  |0.13197  |    -     |    -     |
| 331501 | 0.00482  |    -     | 0.01981  |0.13196  |    -     |    -     |
| 332001 | 0.00481  |    -     | 0.01968  |0.13186  |    -     |    -     |
| 332501 | 0.00481  |    -     | 0.01963  |0.13126  |    -     |    -     |
